time,close,high,low,open,trend_increasing_last_2_days,trend_increasing_perc_2,trend_increasing_last_3_days,trend_increasing_perc_3,trend_increasing_last_4_days,trend_increasing_perc_4,trend_increasing_last_5_days,trend_increasing_perc_5,trend_increasing_last_6_days,trend_increasing_perc_6,trend_increasing_last_7_days,trend_increasing_perc_7,trend_increasing_last_8_days,trend_increasing_perc_8,trend_increasing_last_9_days,trend_increasing_perc_9
2017-01-17,0.00683,0.0071,0.00668,0.0071,,,,,,,,,,,,,,,,
2017-01-18,0.0068,0.00719,0.00664,0.00687,False,,False,,False,,False,,False,,False,,False,,False,
2017-01-19,0.00684,0.00688,0.0065,0.00676,False,0.0014641288433381305,False,,False,,False,,False,,False,,False,,False,
2017-01-20,0.0066,0.00685,0.0064,0.00674,True,-0.02941176470588236,False,-0.03367496339677889,False,,False,,False,,False,,False,,False,
2017-01-21,0.00684,0.00684,0.00652,0.0066,False,0.0,False,0.00588235294117645,False,0.0014641288433381305,False,,False,,False,,False,,False,
2017-01-22,0.00678,0.00683,0.00669,0.00683,True,0.027272727272727115,False,-0.00877192982456143,False,-0.002941176470588225,False,-0.007320644216691097,False,,False,,False,,False,
2017-01-23,0.00669,0.00682,0.00659,0.00674,False,-0.021929824561403466,False,0.013636363636363669,False,-0.021929824561403466,False,-0.016176470588235237,False,-0.02049780380673505,False,,False,,False,
2017-01-24,0.0065,0.00674,0.0065,0.00664,False,-0.041297935103244865,False,-0.049707602339181256,False,-0.015151515151515138,False,-0.049707602339181256,False,-0.044117647058823484,False,-0.04831625183016108,False,,False,
2017-01-25,0.00649,0.0065,0.00643,0.0065,False,-0.029895366218236075,False,-0.042772861356932035,False,-0.051169590643274754,False,-0.016666666666666607,False,-0.051169590643274754,False,-0.045588235294117596,False,-0.049780380673499325,False,
2017-01-26,0.0063,0.00676,0.00616,0.0065,False,-0.03076923076923077,False,-0.058295964125560484,False,-0.07079646017699104,False,-0.07894736842105254,False,-0.045454545454545414,False,-0.07894736842105254,False,-0.07352941176470584,False,-0.07759882869692536
2017-01-27,0.00636,0.0065,0.003,0.00621,False,-0.02003081664098616,False,-0.021538461538461506,False,-0.049327354260089606,False,-0.06194690265486713,False,-0.07017543859649111,False,-0.036363636363636376,False,-0.07017543859649111,False,-0.06470588235294106
2017-01-28,0.00639,0.0064,0.0063,0.00636,True,0.014285714285714235,False,-0.015408320493066285,False,-0.01692307692307693,False,-0.04484304932735428,False,-0.05752212389380529,False,-0.06578947368421051,False,-0.03181818181818186,False,-0.06578947368421051
2017-01-29,0.00631,0.00637,0.00631,0.00637,True,-0.00786163522012584,True,0.0015873015873015817,False,-0.027734976887519358,False,-0.029230769230769282,False,-0.05680119581464871,False,-0.06932153392330387,False,-0.07748538011695905,False,-0.043939393939393945
2017-01-30,0.00645,0.0065,0.00635,0.00637,False,0.009389671361502483,False,0.014150943396226356,False,0.023809523809523725,False,-0.006163328197226536,False,-0.007692307692307665,False,-0.0358744394618834,False,-0.04867256637168138,False,-0.05701754385964908
2017-01-31,0.00641,0.0065,0.00618,0.00647,True,0.015847860538827252,False,0.003129890453834161,False,0.007861635220125729,False,0.0174603174603174,False,-0.012326656394453073,False,-0.013846153846153841,False,-0.041853512705530616,False,-0.054572271386430615
2017-02-01,0.00649,0.0066,0.00623,0.0063,False,0.006201550387596955,False,0.028526148969889142,False,0.015649452269170583,False,0.020440251572326984,False,0.030158730158730274,False,0.0,False,-0.0015384615384614886,False,-0.029895366218236075
2017-02-02,0.0064,0.00661,0.0064,0.00658,True,-0.0015600624024960652,False,-0.007751937984496027,False,0.014263074484944571,False,0.0015649452269170805,False,0.0062893081761006275,False,0.015873015873015817,False,-0.013867488443759624,False,-0.01538461538461533
2017-02-03,0.00638,0.00649,0.00624,0.00648,False,-0.016949152542372836,False,-0.004680187207488196,False,-0.010852713178294504,False,0.01109350237717921,False,-0.0015649452269169695,False,0.003144654088050425,False,0.012698412698412653,False,-0.016949152542372836
2017-02-04,0.00644,0.00647,0.00635,0.00637,False,0.006250000000000089,False,-0.007704160246533087,False,0.004680187207488418,False,-0.0015503875968991832,False,0.020602218700475516,False,0.007824726134585402,False,0.012578616352201255,False,0.022222222222222365
2017-02-05,0.00629,0.00648,0.00628,0.00645,True,-0.014106583072100443,False,-0.017187500000000133,False,-0.03081664098613257,False,-0.018720748829953227,False,-0.024806201550387708,False,-0.0031695721077654726,False,-0.015649452269170583,False,-0.011006289308176154
2017-02-06,0.00638,0.00644,0.00627,0.00642,False,-0.009316770186335477,False,0.0,False,-0.0031250000000000444,False,-0.016949152542372836,False,-0.004680187207488196,False,-0.010852713178294504,False,0.01109350237717921,False,-0.0015649452269169695
2017-02-07,0.00641,0.00647,0.00626,0.0064,True,0.019077901430842648,False,-0.004658385093167738,False,0.004702194357366629,False,0.0015624999999999112,False,-0.012326656394453073,False,0.0,False,-0.006201550387596955,False,0.015847860538827252
2017-02-08,0.00635,0.00648,0.00608,0.00635,True,-0.004702194357366851,True,0.009538950715421324,False,-0.013975155279503215,False,-0.004702194357366851,False,-0.007812500000000111,False,-0.02157164869029282,False,-0.009360374414976613,False,-0.015503875968992276
2017-02-09,0.00628,0.00643,0.00609,0.00643,False,-0.020280811232449292,False,-0.015673981191222652,False,-0.0015898251192367763,False,-0.024844720496894457,False,-0.015673981191222652,False,-0.018750000000000044,False,-0.03235747303543912,False,-0.020280811232449292
2017-02-10,0.00631,0.00635,0.00595,0.00626,False,-0.006299212598425252,False,-0.015600624024960985,False,-0.010971786833855912,False,0.0031796502384737746,False,-0.02018633540372683,False,-0.010971786833855912,False,-0.014062500000000089,False,-0.027734976887519358
2017-02-11,0.00638,0.0064,0.00627,0.00631,True,0.015923566878981,False,0.0047244094488190225,False,-0.004680187207488196,False,0.0,False,0.014308426073132097,False,-0.009316770186335477,False,0.0,False,-0.0031250000000000444
2017-02-12,0.00627,0.0064,0.00627,0.00638,True,-0.006339144215530834,True,-0.0015923566878980333,False,-0.012598425196850283,False,-0.021840873634945357,False,-0.01724137931034475,False,-0.0031796502384736636,False,-0.026397515527950333,False,-0.01724137931034475
2017-02-13,0.00624,0.00635,0.0062,0.00635,False,-0.021943573667711602,False,-0.011093502377178988,False,-0.006369426751592355,False,-0.017322834645669305,False,-0.026521060842433664,False,-0.021943573667711602,False,-0.007949125596184325,False,-0.03105590062111807
2017-02-14,0.00622,0.00638,0.00621,0.00637,False,-0.0079744816586923,False,-0.025078369905956133,False,-0.01426307448494446,False,-0.009554140127388533,False,-0.020472440944881876,False,-0.029641185647425905,False,-0.025078369905956133,False,-0.0111287758346581
2017-02-15,0.0061,0.00627,0.0058,0.0062,False,-0.022435897435897356,False,-0.027113237639553422,False,-0.043887147335423204,False,-0.033280507131537074,False,-0.028662420382165488,False,-0.03937007874015741,False,-0.04836193447737902,False,-0.043887147335423204
2017-02-16,0.00593,0.00636,0.005,0.0061,False,-0.04662379421221852,False,-0.049679487179487114,False,-0.054226475279106845,False,-0.07053291536050155,False,-0.060221870047543424,False,-0.05573248407643305,False,-0.06614173228346443,False,-0.07488299531981268
2017-02-17,0.00587,0.00611,0.00546,0.00593,False,-0.03770491803278686,False,-0.0562700964630225,False,-0.059294871794871695,False,-0.06379585326953752,False,-0.07993730407523514,False,-0.06973058637083984,False,-0.06528662420382159,False,-0.07559055118110225
2017-02-18,0.00554,0.006,0.005,0.00587,False,-0.06576728499156836,False,-0.09180327868852467,False,-0.10932475884244375,False,-0.11217948717948723,False,-0.11642743221690599,False,-0.1316614420062696,False,-0.12202852614896986,False,-0.11783439490445868
2017-02-19,0.00591,0.00591,0.00551,0.00554,False,0.006814310051107331,False,-0.003372681281618939,False,-0.031147540983606614,False,-0.04983922829581988,False,-0.05288461538461531,False,-0.0574162679425837,False,-0.07366771159874608,False,-0.0633914421553089
2017-02-20,0.00596,0.00597,0.00566,0.00591,True,0.07581227436823101,False,0.015332197614991383,False,0.005059021922428242,False,-0.022950819672131195,False,-0.04180064308681675,False,-0.04487179487179482,False,-0.04944178628389162,False,-0.0658307210031348
2017-02-21,0.00585,0.00596,0.00571,0.00596,True,-0.010152284263959421,True,0.05595667870036114,False,-0.0034071550255536653,False,-0.013490725126475533,False,-0.040983606557377095,False,-0.059485530546623755,False,-0.0625,False,-0.06698564593301437
2017-02-22,0.00583,0.00595,0.00581,0.00585,False,-0.021812080536912748,False,-0.013536379018612599,False,0.05234657039711199,False,-0.006814310051107331,False,-0.016863406408094472,False,-0.04426229508196722,False,-0.06270096463022501,False,-0.0657051282051282
2017-02-23,0.00585,0.00594,0.00574,0.00583,False,0.0,False,-0.01845637583892612,False,-0.010152284263959421,False,0.05595667870036114,False,-0.0034071550255536653,False,-0.013490725126475533,False,-0.040983606557377095,False,-0.059485530546623755
2017-02-24,0.0056,0.00595,0.0055,0.00585,True,-0.03945111492281306,False,-0.042735042735042805,False,-0.06040268456375841,False,-0.05245346869712353,False,0.010830324909747224,False,-0.04599659284497448,False,-0.05564924114671166,False,-0.08196721311475419
2017-02-25,0.00563,0.00583,0.0056,0.0056,False,-0.037606837606837695,False,-0.03430531732418529,False,-0.037606837606837695,False,-0.05536912751677858,False,-0.04737732656514393,False,0.016245487364620947,False,-0.040885860306644095,False,-0.05059021922428342
2017-02-26,0.0057,0.0057,0.00562,0.00563,True,0.017857142857142794,False,-0.02564102564102566,False,-0.022298456260720356,False,-0.02564102564102566,False,-0.043624161073825496,False,-0.035532994923857864,False,0.028880866425992746,False,-0.028960817717206155
2017-02-27,0.00556,0.0057,0.00556,0.0057,True,-0.01243339253996445,True,-0.0071428571428571175,False,-0.04957264957264962,False,-0.046312178387650116,False,-0.04957264957264962,False,-0.06711409395973156,False,-0.059221658206429884,False,0.0036101083032491488
2017-02-28,0.00557,0.0057,0.00531,0.00556,False,-0.02280701754385961,False,-0.010657193605683735,False,-0.005357142857142838,False,-0.047863247863247804,False,-0.044596912521440824,False,-0.047863247863247804,False,-0.06543624161073824,False,-0.05752961082910324
2017-03-01,0.00539,0.00558,0.00525,0.00557,True,-0.030575539568345356,False,-0.05438596491228076,False,-0.04262877442273527,False,-0.03749999999999998,False,-0.07863247863247869,False,-0.07547169811320764,False,-0.07863247863247869,False,-0.09563758389261745
2017-03-02,0.00606,0.00635,0.00531,0.00539,False,0.08797127468581678,False,0.08992805755395694,False,0.06315789473684208,False,0.07637655417406752,False,0.0821428571428573,False,0.03589743589743599,False,0.03945111492281317,False,0.03589743589743599
2017-03-03,0.00649,0.00651,0.00592,0.00606,True,0.20408163265306123,False,0.1651705565529622,False,0.16726618705035978,False,0.13859649122807016,False,0.15275310834813505,False,0.15892857142857153,False,0.10940170940170946,False,0.1132075471698113
2017-03-04,0.0062,0.00668,0.0062,0.00649,True,0.02310231023102305,True,0.15027829313543606,False,0.11310592459605018,False,0.1151079136690647,False,0.08771929824561386,False,0.10124333925399642,False,0.1071428571428572,False,0.05982905982905984
2017-03-05,0.00604,0.0063,0.00601,0.0062,False,-0.06933744221879812,False,-0.0033003300330033403,False,0.12059369202226344,False,0.08438061041292633,False,0.08633093525179869,False,0.05964912280701751,False,0.07282415630550632,False,0.07857142857142851
2017-03-06,0.00604,0.00618,0.00599,0.00604,False,-0.02580645161290318,False,-0.06933744221879812,False,-0.0033003300330033403,False,0.12059369202226344,False,0.08438061041292633,False,0.08633093525179869,False,0.05964912280701751,False,0.07282415630550632
2017-03-07,0.00673,0.00687,0.00589,0.00604,False,0.11423841059602635,False,0.0854838709677419,False,0.036979969183358996,False,0.11056105610561051,False,0.24860853432282015,False,0.2082585278276481,False,0.21043165467625902,False,0.1807017543859648
2017-03-08,0.0065,0.00692,0.00644,0.00673,True,0.07615894039735083,False,0.07615894039735083,False,0.048387096774193505,False,0.0015408320493066618,False,0.0726072607260726,False,0.20593692022263443,False,0.16696588868940743,False,0.1690647482014389
2017-03-09,0.00648,0.0066,0.00632,0.0065,False,-0.03714710252600295,False,0.07284768211920523,False,0.07284768211920523,False,0.04516129032258065,False,-0.0015408320493066618,False,0.06930693069306915,False,0.20222634508348802,False,0.16337522441651697
2017-03-10,0.00617,0.00669,0.0058,0.00648,False,-0.05076923076923068,False,-0.08320950965824658,False,0.021523178807947074,False,0.021523178807947074,False,-0.004838709677419284,False,-0.04930662557781207,False,0.018151815181518094,False,0.14471243042671622
2017-03-11,0.00625,0.00642,0.00606,0.00617,False,-0.03549382716049376,False,-0.038461538461538325,False,-0.07132243684992567,False,0.03476821192052992,False,0.03476821192052992,False,0.008064516129032251,False,-0.036979969183358996,False,0.031353135313531455
2017-03-12,0.00632,0.00634,0.00602,0.00625,True,0.024311183144246407,False,-0.024691358024691246,False,-0.027692307692307683,False,-0.06092124814264488,False,0.04635761589403975,False,0.04635761589403975,False,0.01935483870967758,False,-0.026194144838212585
