time,close,high,low,open,volumefrom,volumeto,conversionType,conversionSymbol
1490832000,0.01383,0.0147,0.01015,0.01015,47430885.51,576156.8,force_direct,
1490918400,0.0214,0.02254,0.01315,0.01383,107986329.78,2026605.69,force_direct,
1491004800,0.022,0.02323,0.01968,0.0214,28914980.92,622950.16,force_direct,
1491091200,0.0615,0.0695,0.0075,0.022,148377382.31,6001783.97,force_direct,
1491177600,0.03201,0.062,0.025,0.0615,91939388.96,3646831.8,force_direct,
1491264000,0.03787,0.0429,0.0269,0.03201,54327931.63,1935837.61,force_direct,
1491350400,0.03559,0.04108,0.035,0.03787,33511709.71,1258577.43,force_direct,
1491436800,0.0332,0.03728,0.029,0.03559,39585691.14,1299541.67,force_direct,
1491523200,0.03715,0.03873,0.03086,0.0332,38970765.72,1349579.68,force_direct,
1491609600,0.03575,0.0378,0.03515,0.03715,14594390.61,529578.97,force_direct,
1491696000,0.03421,0.03578,0.03251,0.03575,8747107.56,298115.86,force_direct,
1491782400,0.03404,0.0359,0.0332,0.03421,10376371.67,359549.76,force_direct,
1491868800,0.03316,0.03513,0.032,0.03404,12537943.3,422736.34,force_direct,
1491955200,0.03455,0.0356,0.0322,0.03316,12560390.45,426373.98,force_direct,
1492041600,0.03422,0.03562,0.0337,0.03455,14319851.77,496728.53,force_direct,
1492128000,0.03348,0.03525,0.033,0.03422,8364050.4,284206.53,force_direct,
1492214400,0.03381,0.03451,0.03315,0.03348,1280469.31,43096.52,force_direct,
1492300800,0.03306,0.03395,0.03251,0.03381,3295953.35,109368.69,force_direct,
1492387200,0.03333,0.03386,0.03246,0.03306,2096295.95,69423.83,force_direct,
1492473600,0.03281,0.03419,0.0322,0.03333,9825879.14,327136.09,force_direct,
1492560000,0.03035,0.03319,0.02816,0.03281,12887583.15,404654.31,force_direct,
1492646400,0.02999,0.03104,0.02643,0.03035,23452859.02,676124.25,force_direct,
1492732800,0.03355,0.0347,0.02945,0.02999,20716205.96,669329.8,force_direct,
1492819200,0.0316,0.03401,0.03033,0.03355,6356628.2,203404.08,force_direct,
1492905600,0.03141,0.03214,0.03102,0.0316,2427946.14,76628.98,force_direct,
1492992000,0.03151,0.032,0.0309,0.03141,3741502.12,117511.29,force_direct,
1493078400,0.03224,0.03421,0.03108,0.03151,10300152.41,338832.13,force_direct,
1493164800,0.03275,0.03392,0.03224,0.03224,9292451.35,308060.2,force_direct,
1493251200,0.03523,0.0368,0.03225,0.03275,13627092.82,467773.17,force_direct,
1493337600,0.045,0.04612,0.03487,0.03523,45342270.83,1876644.47,force_direct,
1493424000,0.05383,0.05952,0.04499,0.045,37098759.46,1953073.91,force_direct,
1493510400,0.05218,0.05499,0.04902,0.05383,11574127.24,604015.27,force_direct,
1493596800,0.05383,0.05811,0.04903,0.05218,28911691.05,1544146.97,force_direct,
1493683200,0.05382,0.05527,0.0505,0.05383,13583156.68,726485.92,force_direct,
1493769600,0.06108,0.06199,0.05245,0.05382,28234094.26,1612382.34,force_direct,
1493856000,0.08,0.08793,0.06,0.06108,80249161.23,5848536.2,force_direct,
1493942400,0.09139,0.105,0.07776,0.08,67752651.55,6430842.83,force_direct,
1494028800,0.1001,0.1039,0.09029,0.09139,23425825.58,2306721.07,force_direct,
1494115200,0.1391,0.155,0.09725,0.1001,54974770.18,6924109.17,force_direct,
1494201600,0.1917,0.224,0.1121,0.1391,91362974.67,16851533.86,force_direct,
1494288000,0.1564,0.207,0.112,0.1917,49465587.8,7829081.29,force_direct,
1494374400,0.187,0.1979,0.151,0.1564,25775062.21,4625438.16,force_direct,
1494460800,0.1837,0.1973,0.1618,0.187,22532445.25,4046877.96,force_direct,
1494547200,0.2069,0.21,0.1806,0.1837,20431345.06,4001446.62,force_direct,
1494633600,0.2102,0.222,0.1951,0.2069,17393866.04,3643114.4,force_direct,
1494720000,0.2171,0.22,0.2076,0.2102,6314896.57,1356565.55,force_direct,
1494806400,0.2631,0.2631,0.2156,0.2171,26664059.59,6461766.36,force_direct,
1494892800,0.325,0.3347,0.25,0.2631,44231566.9,13304233.18,force_direct,
1494979200,0.375,0.3989,0.285,0.325,63419206.89,22833685.3,force_direct,
1495065600,0.3575,0.3925,0.304,0.375,27894755.01,9634700.72,force_direct,
1495152000,0.3224,0.3594,0.2817,0.3575,27059393.88,8820198.22,force_direct,
1495238400,0.3449,0.359,0.289,0.3224,28223237.38,9331408.68,force_direct,
1495324800,0.324,0.36,0.319,0.3449,12666783.98,4297429.17,force_direct,
1495411200,0.2988,0.3308,0.2348,0.324,33061580.4,9671680.13,force_direct,
1495497600,0.3229,0.3542,0.2827,0.2988,20395502.16,6583984.53,force_direct,
1495584000,0.29,0.34,0.286,0.3229,22995070.59,7165556.61,force_direct,
1495670400,0.24,0.3027,0.231,0.29,35554795.5,9465342.78,force_direct,
1495756800,0.276,0.3282,0.24,0.24,30329388.99,8838653.17,force_direct,
1495843200,0.21,0.287,0.135,0.276,59097610.85,11976899.08,force_direct,
1495929600,0.2281,0.2489,0.2033,0.21,18835818.03,4259946.73,force_direct,
1496016000,0.2324,0.2462,0.2102,0.2281,16397914.48,3798709.63,force_direct,
1496102400,0.2042,0.2388,0.1868,0.2324,15487464.82,3375009.03,force_direct,
1496188800,0.2475,0.251,0.1931,0.2042,19271215.18,4382050.4,force_direct,
1496275200,0.3364,0.3401,0.2456,0.2475,51254519.27,15366610.6,force_direct,
1496361600,0.2905,0.3372,0.2759,0.3364,20664290.75,6242050.12,force_direct,
1496448000,0.2921,0.307,0.2711,0.2905,10206240.79,2929373.64,force_direct,
1496534400,0.2941,0.31,0.271,0.2921,10444366.88,3030691.09,force_direct,
1496620800,0.2888,0.2979,0.2869,0.2941,4946457.06,1440651.37,force_direct,
1496707200,0.284,0.295,0.274,0.2888,12573277.09,3575294.63,force_direct,
1496793600,0.2762,0.3,0.2717,0.284,16955086.96,4851545.1,force_direct,
1496880000,0.2869,0.2973,0.27,0.2762,8708219.09,2500645.1,force_direct,
1496966400,0.2814,0.296,0.28,0.2869,9076353.15,2620691.06,force_direct,
1497052800,0.2598,0.2848,0.2555,0.2814,13177356.36,3540210.86,force_direct,
1497139200,0.2701,0.28,0.2543,0.2598,7172436.64,1925862.99,force_direct,
1497225600,0.2467,0.282,0.2325,0.2701,17960467.27,4574031.37,force_direct,
1497312000,0.2626,0.275,0.2454,0.2467,7848698.84,2025516.69,force_direct,
1497398400,0.2623,0.3,0.245,0.2626,25885326.4,7081104.12,force_direct,
1497484800,0.245,0.2642,0.214,0.2623,19230118.73,4603536.5,force_direct,
1497571200,0.2506,0.257,0.2325,0.245,7151089.94,1771645.2,force_direct,
1497657600,0.2597,0.265,0.2357,0.2506,13417445.94,3354640.63,force_direct,
1497744000,0.2651,0.278,0.247,0.2597,10031806.79,2633544.45,force_direct,
1497830400,0.281,0.282,0.2588,0.2651,8425431.96,2251216.08,force_direct,
1497916800,0.308,0.325,0.2742,0.281,37740466.83,11508003.48,force_direct,
1498003200,0.2725,0.3126,0.2543,0.308,21405249.76,5934637.51,force_direct,
1498089600,0.2788,0.282,0.2495,0.2725,29308160.68,7780487.4,force_direct,
1498176000,0.2911,0.295,0.277,0.2788,8108840.62,2329027.85,force_direct,
1498262400,0.2775,0.3049,0.256,0.2911,52389683.04,14398322.27,force_direct,
1498348800,0.26,0.2819,0.2525,0.2775,8263007.46,2195504.71,force_direct,
1498435200,0.2469,0.2693,0.22,0.26,21219877.8,5143388.78,force_direct,
1498521600,0.2621,0.2621,0.2267,0.2469,14309987.36,3465836.24,force_direct,
1498608000,0.2684,0.2688,0.2495,0.2621,9715051.73,2517251.07,force_direct,
1498694400,0.2555,0.2685,0.2519,0.2684,7074305.91,1832466.98,force_direct,
1498780800,0.2487,0.2599,0.246,0.2555,3518741.61,896008.08,force_direct,
1498867200,0.24,0.2525,0.2364,0.2487,4474892.0,1089103.97,force_direct,
1498953600,0.2529,0.255,0.2364,0.24,4079459.41,998988.75,force_direct,
1499040000,0.2521,0.2568,0.2434,0.2529,5295423.68,1324962.6,force_direct,
1499126400,0.2475,0.2585,0.247,0.2521,6227969.65,1583481.85,force_direct,
1499212800,0.2501,0.2555,0.2416,0.2475,4361270.01,1084526.77,force_direct,
1499299200,0.2509,0.2526,0.2465,0.2501,2313934.44,576389.82,force_direct,
1499385600,0.23,0.251,0.23,0.2509,7785600.89,1870115.4,force_direct,
1499472000,0.23,0.2326,0.2117,0.23,9445550.46,2118679.41,force_direct,
1499558400,0.2265,0.243,0.2252,0.23,4288735.56,1004867.08,force_direct,
1499644800,0.1861,0.2277,0.171,0.2265,19010600.27,3866464.38,force_direct,
1499731200,0.1783,0.1999,0.151,0.1861,28053540.61,4923291.19,force_direct,
1499817600,0.1965,0.1971,0.1657,0.1783,11100167.72,2051522.93,force_direct,
1499904000,0.1933,0.2173,0.181,0.1965,13333133.96,2649923.34,force_direct,
1499990400,0.1846,0.1933,0.1706,0.1933,10731031.1,1928387.45,force_direct,
1500076800,0.1722,0.1846,0.1706,0.1846,8007768.37,1407210.37,force_direct,
1500163200,0.1457,0.1742,0.127,0.1722,40151876.92,5815673.59,force_direct,
1500249600,0.172,0.175,0.1452,0.1457,18298053.53,2936758.79,force_direct,
1500336000,0.1786,0.1885,0.1608,0.172,21208760.86,3725523.12,force_direct,
1500422400,0.1631,0.184,0.157,0.1786,16070354.99,2758495.87,force_direct,
1500508800,0.193,0.196,0.1623,0.1631,26261259.1,4792311.41,force_direct,
1500595200,0.1832,0.1942,0.182,0.193,10335867.2,1936323.46,force_direct,
1500681600,0.1972,0.202,0.182,0.1832,8859275.92,1715185.11,force_direct,
1500768000,0.1961,0.206,0.185,0.1972,12970710.09,2531848.0,force_direct,
1500854400,0.1918,0.1988,0.1889,0.1961,6673069.96,1283776.93,force_direct,
1500940800,0.1747,0.1924,0.164,0.1918,18428728.63,3228496.72,force_direct,
1501027200,0.172,0.1795,0.165,0.1747,10466630.74,1794264.65,force_direct,
1501113600,0.1724,0.176,0.1694,0.172,5642136.92,977331.32,force_direct,
1501200000,0.1629,0.1748,0.1575,0.1724,9190036.22,1514115.46,force_direct,
1501286400,0.168,0.17,0.1546,0.1629,8786223.23,1412210.06,force_direct,
1501372800,0.1624,0.1693,0.159,0.168,3270292.46,534269.16,force_direct,
1501459200,0.1644,0.169,0.1581,0.1624,6902869.34,1126793.01,force_direct,
1501545600,0.1778,0.187,0.1607,0.1644,24094086.57,4115764.12,force_direct,
1501632000,0.17,0.1794,0.167,0.1778,9227549.59,1611273.37,force_direct,
1501718400,0.1746,0.1768,0.1695,0.17,5364880.52,931061.72,force_direct,
1501804800,0.174,0.1764,0.1705,0.1746,4590406.07,796895.66,force_direct,
1501891200,0.1848,0.193,0.1719,0.174,18110401.59,3337245.19,force_direct,
1501977600,0.1797,0.1897,0.1779,0.1848,6140323.76,1130641.31,force_direct,
1502064000,0.1778,0.1831,0.1765,0.1797,6666486.22,1196240.57,force_direct,
1502150400,0.1962,0.199,0.177,0.1778,15828973.31,2968304.79,force_direct,
1502236800,0.1835,0.1962,0.1794,0.1962,13450451.05,2501919.19,force_direct,
1502323200,0.18,0.189,0.178,0.1835,10295548.4,1880503.55,force_direct,
1502409600,0.1779,0.1834,0.175,0.18,7619415.02,1362356.39,force_direct,
1502496000,0.1712,0.1822,0.1695,0.1779,9213216.01,1612614.65,force_direct,
1502582400,0.165,0.172,0.1576,0.1712,19292607.82,3186422.55,force_direct,
1502668800,0.1684,0.1801,0.1638,0.165,10898030.72,1856010.04,force_direct,
1502755200,0.1578,0.1684,0.153,0.1684,21936443.59,3503949.39,force_direct,
1502841600,0.1598,0.1603,0.148,0.1578,12459969.32,1915286.4,force_direct,
1502928000,0.1579,0.1603,0.1536,0.1598,10005639.99,1579686.28,force_direct,
1503014400,0.1573,0.1711,0.152,0.1579,17437331.32,2782594.35,force_direct,
1503100800,0.151,0.1618,0.1462,0.1573,12618271.77,1918826.34,force_direct,
1503187200,0.1574,0.1597,0.1475,0.151,5641314.22,869487.13,force_direct,
1503273600,0.1948,0.2044,0.1513,0.1574,33861607.59,5901723.21,force_direct,
1503360000,0.242,0.2601,0.171,0.1948,60452376.03,12925159.27,force_direct,
1503446400,0.244,0.298,0.217,0.242,65253645.27,17451299.23,force_direct,
1503532800,0.2156,0.283,0.2112,0.244,50871351.51,12469751.86,force_direct,
1503619200,0.216,0.2309,0.2017,0.2156,24189111.95,5227760.69,force_direct,
1503705600,0.2094,0.2304,0.2062,0.216,11939966.53,2589524.79,force_direct,
1503792000,0.2019,0.2108,0.193,0.2094,18130489.02,3639410.19,force_direct,
1503878400,0.2254,0.2488,0.1948,0.2019,43043276.75,9360197.34,force_direct,
1503964800,0.2197,0.226,0.2121,0.2254,15213574.42,3346964.62,force_direct,
1504051200,0.232,0.2332,0.2174,0.2197,14052343.59,3152751.56,force_direct,
1504137600,0.26,0.265,0.2268,0.232,22221804.69,5438747.4,force_direct,
1504224000,0.2525,0.261,0.2425,0.26,18911730.33,4795838.39,force_direct,
1504310400,0.2274,0.255,0.2207,0.2525,22217263.46,5184032.61,force_direct,
1504396800,0.23,0.2375,0.217,0.2274,24255688.27,5494488.1,force_direct,
1504483200,0.2064,0.23,0.1911,0.23,25812307.32,5287014.79,force_direct,
1504569600,0.2176,0.2204,0.1901,0.2064,16145557.56,3365878.28,force_direct,
1504656000,0.2306,0.2324,0.2164,0.2176,14120341.83,3182585.39,force_direct,
1504742400,0.2252,0.232,0.2196,0.2306,9321089.81,2100753.7,force_direct,
1504828800,0.2125,0.2295,0.2025,0.2252,21283258.39,4550456.16,force_direct,
1504915200,0.2125,0.2142,0.2074,0.2125,6392690.73,1351095.31,force_direct,
1505001600,0.2174,0.2242,0.1983,0.2125,15090946.28,3159132.89,force_direct,
1505088000,0.215,0.2216,0.2063,0.2174,7717293.01,1664378.78,force_direct,
1505174400,0.2093,0.2243,0.205,0.215,13115721.94,2805599.68,force_direct,
1505260800,0.1972,0.21,0.1903,0.2093,17053685.0,3386285.65,force_direct,
1505347200,0.1711,0.2001,0.166,0.1972,30565434.16,5517798.44,force_direct,
1505433600,0.184,0.1922,0.1481,0.1711,46442887.9,8028549.95,force_direct,
1505520000,0.1833,0.1919,0.1728,0.184,9921230.26,1810308.74,force_direct,
1505606400,0.1808,0.1843,0.171,0.1833,9400053.71,1667229.59,force_direct,
1505692800,0.1925,0.1954,0.1808,0.1808,14686247.62,2784643.19,force_direct,
1505779200,0.1845,0.1949,0.1833,0.1925,9535877.33,1782675.6,force_direct,
1505865600,0.1819,0.1892,0.181,0.1845,7425855.94,1372963.35,force_direct,
1505952000,0.171,0.1833,0.1707,0.1819,12417431.23,2203586.35,force_direct,
1506038400,0.174,0.1772,0.1664,0.171,8149920.17,1398838.7,force_direct,
1506124800,0.1792,0.18,0.1701,0.174,8983700.72,1588825.89,force_direct,
1506211200,0.176,0.18,0.1732,0.1792,3880614.69,682265.85,force_direct,
1506297600,0.184,0.1874,0.1749,0.176,11826032.28,2147106.05,force_direct,
1506384000,0.1891,0.2,0.1808,0.184,12035761.29,2274150.03,force_direct,
1506470400,0.2093,0.22,0.1872,0.1891,18728456.9,3849554.9,force_direct,
1506556800,0.2025,0.21,0.192,0.2093,12172575.05,2457767.72,force_direct,
1506643200,0.1969,0.2025,0.188,0.2025,12660297.13,2462456.12,force_direct,
1506729600,0.1991,0.205,0.195,0.1969,9201854.34,1848361.93,force_direct,
1506816000,0.2074,0.2074,0.195,0.1991,4944388.46,983497.33,force_direct,
1506902400,0.2025,0.2087,0.1994,0.2074,7467789.63,1523355.41,force_direct,
1506988800,0.2037,0.2059,0.1978,0.2025,6551533.61,1316651.73,force_direct,
1507075200,0.212,0.217,0.201,0.2037,13301297.98,2775182.28,force_direct,
1507161600,0.2377,0.2447,0.212,0.212,26436289.32,6070166.4,force_direct,
1507248000,0.2329,0.2442,0.231,0.2377,13914561.38,3313611.4,force_direct,
1507334400,0.2398,0.2404,0.2312,0.2329,6284317.64,1482538.49,force_direct,
1507420800,0.2786,0.28,0.2383,0.2398,25956039.87,6710196.66,force_direct,
1507507200,0.2501,0.2796,0.232,0.2786,33960797.2,8690276.73,force_direct,
1507593600,0.2578,0.2672,0.2389,0.2501,13896929.8,3523127.93,force_direct,
1507680000,0.263,0.265,0.255,0.2578,5979266.53,1555903.75,force_direct,
1507766400,0.2472,0.266,0.245,0.263,16629710.38,4244407.86,force_direct,
1507852800,0.261,0.2637,0.2289,0.2472,27850217.19,6844097.85,force_direct,
1507939200,0.2541,0.269,0.253,0.261,13040352.85,3390963.36,force_direct,
1508025600,0.2646,0.2681,0.248,0.2541,11910599.26,3100584.85,force_direct,
1508112000,0.259,0.297,0.2517,0.2646,41153391.57,11291106.32,force_direct,
1508198400,0.2298,0.267,0.2116,0.259,40841703.84,9811083.29,force_direct,
1508284800,0.217,0.2352,0.2016,0.2298,36140304.99,7918488.27,force_direct,
1508371200,0.2144,0.235,0.205,0.217,19903670.5,4286166.33,force_direct,
1508457600,0.2081,0.224,0.205,0.2144,11796937.89,2511282.17,force_direct,
1508544000,0.2092,0.211,0.195,0.2081,15066643.29,3041928.1,force_direct,
1508630400,0.2014,0.2115,0.1956,0.2092,9341736.51,1892556.44,force_direct,
1508716800,0.1912,0.2014,0.184,0.2014,18413663.45,3525108.3,force_direct,
1508803200,0.2052,0.2176,0.1821,0.1912,27424533.51,5589582.72,force_direct,
1508889600,0.2024,0.2052,0.197,0.2052,5823190.46,1168115.64,force_direct,
1508976000,0.2021,0.2054,0.2,0.2024,5357720.61,1087488.03,force_direct,
1509062400,0.2003,0.2037,0.1969,0.2021,3361424.13,674082.06,force_direct,
1509148800,0.1986,0.2014,0.197,0.2003,1731386.55,345124.26,force_direct,
1509235200,0.2016,0.207,0.1971,0.1986,4640493.67,936964.17,force_direct,
1509321600,0.2029,0.2049,0.2,0.2016,4791816.1,969851.2,force_direct,
1509408000,0.1973,0.2038,0.1971,0.2029,5957642.9,1194976.31,force_direct,
1509494400,0.191,0.2006,0.1898,0.1973,7429520.42,1443110.54,force_direct,
1509580800,0.2006,0.2068,0.1778,0.191,24891266.99,4727831.99,force_direct,
1509667200,0.207,0.2232,0.1961,0.2006,26855563.21,5601001.14,force_direct,
1509753600,0.2021,0.2075,0.2002,0.207,4675502.59,950644.11,force_direct,
1509840000,0.1995,0.2037,0.1984,0.2021,3547306.68,712246.8,force_direct,
1509926400,0.2012,0.207,0.1977,0.1995,6927075.12,1404430.65,force_direct,
1510012800,0.2066,0.2082,0.1998,0.2012,5777497.3,1169943.16,force_direct,
1510099200,0.218,0.225,0.2023,0.2066,24011889.83,5116560.76,force_direct,
1510185600,0.2174,0.2225,0.212,0.218,15788744.52,3450465.63,force_direct,
1510272000,0.2051,0.2198,0.2005,0.2174,15590980.16,3250545.09,force_direct,
1510358400,0.2087,0.2172,0.2036,0.2051,10144904.05,2134863.15,force_direct,
1510444800,0.1931,0.2109,0.1891,0.2087,33335743.11,6538622.99,force_direct,
1510531200,0.2018,0.2025,0.1916,0.1931,8831316.59,1756525.5,force_direct,
1510617600,0.2059,0.211,0.2015,0.2018,9650307.03,1983017.26,force_direct,
1510704000,0.2095,0.2119,0.2041,0.2059,10046200.3,2089015.13,force_direct,
1510790400,0.2271,0.275,0.206,0.2095,69306211.28,16672581.08,force_direct,
1510876800,0.2238,0.24,0.2172,0.2271,15956102.36,3610794.15,force_direct,
1510963200,0.2278,0.2294,0.2182,0.2238,8354357.13,1871112.56,force_direct,
1511049600,0.2304,0.2365,0.22,0.2278,10674866.13,2453497.8,force_direct,
1511136000,0.2406,0.245,0.2303,0.2304,17601703.62,4213455.93,force_direct,
1511222400,0.2325,0.2428,0.2285,0.2406,20117855.16,4726620.56,force_direct,
1511308800,0.2392,0.242,0.2307,0.2325,17698903.29,4201106.95,force_direct,
1511395200,0.2395,0.25,0.2357,0.2392,21349294.84,5213366.22,force_direct,
1511481600,0.24,0.2442,0.2308,0.2395,15834397.56,3771106.02,force_direct,
1511568000,0.248,0.252,0.2385,0.24,16310519.42,4021518.95,force_direct,
1511654400,0.2451,0.2496,0.241,0.248,13135835.53,3206082.27,force_direct,
1511740800,0.2463,0.2489,0.238,0.2451,18934194.95,4641329.05,force_direct,
1511827200,0.2795,0.281,0.2463,0.2463,54912067.37,14419742.45,force_direct,
1511913600,0.238,0.2795,0.2195,0.2795,56247949.96,14473433.63,force_direct,
1512000000,0.235,0.247,0.2216,0.238,35693092.9,8332120.34,force_direct,
1512086400,0.2472,0.252,0.224,0.235,42194981.58,10173254.82,force_direct,
1512172800,0.2445,0.25,0.237,0.2472,13667491.54,3347083.47,force_direct,
1512259200,0.246,0.2577,0.235,0.2445,24198247.47,6011200.12,force_direct,
1512345600,0.2463,0.2501,0.237,0.246,16560557.68,4036934.3,force_direct,
1512432000,0.2346,0.2475,0.2321,0.2463,18471416.96,4421103.39,force_direct,
1512518400,0.218,0.2375,0.2112,0.2346,43476349.1,9840516.65,force_direct,
1512604800,0.2031,0.2233,0.201,0.218,38935993.8,8249628.1,force_direct,
1512691200,0.2337,0.249,0.1978,0.2031,64016091.37,14652210.1,force_direct,
1512777600,0.2331,0.245,0.2275,0.2337,34887067.9,8296393.35,force_direct,
1512864000,0.225,0.2375,0.22,0.2331,24936680.52,5686945.84,force_direct,
1512950400,0.243,0.246,0.2225,0.225,32658061.32,7782884.31,force_direct,
1513036800,0.364,0.45,0.24,0.243,161742592.85,52365861.92,force_direct,
1513123200,0.4616,0.495,0.333,0.364,168181905.85,73022379.95,force_direct,
1513209600,0.838,0.8827,0.45,0.4616,238556680.64,164770868.25,force_direct,
1513296000,0.7288,0.84,0.61,0.838,120573346.59,89582227.38,force_direct,
1513382400,0.74,0.81,0.71,0.7288,51953854.7,39156303.03,force_direct,
